	T0.C1	T0.C2	T0.C3	T0.T1	T0.T2	T0.T3	T3.C1	T3.C2	T3.C3	T3.T1	T3.T2	T3.T3	T5.C1	T5.C2	T5.C3	T5.T1	T5.T2	T5.T3	T7.C1	T7.C2	T7.C3	T7.T1	T7.T2	T7.T3
16S_ASV_1260	0	0	0	0	2	2	16	26	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1261	0	0	0	0	0	1	2	5	10	0	0	0	0	0	0	12	9	20	0	0	0	0	0	0
16S_ASV_1262	0	0	0	0	0	0	23	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1263	0	0	0	0	0	0	2	1	5	3	2	2	0	0	0	5	14	9	1	0	0	5	1	9
16S_ASV_1264	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	5	5	3	1	0	0	24	14	2
16S_ASV_1265	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	1	28	7	4	0	8	2	1	3
16S_ASV_1266	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	1	0	0	10	14	29
16S_ASV_1267	0	0	0	0	0	0	0	4	1	4	29	0	0	0	0	1	8	3	0	0	0	0	7	2
16S_ASV_1268	0	0	0	0	0	0	0	1	5	10	12	17	0	1	0	2	2	4	4	0	0	0	1	0
16S_ASV_1269	0	0	0	0	0	0	0	0	2	4	7	2	7	0	0	6	4	2	1	0	0	8	13	3
16S_ASV_1270	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	0	22	14	16
16S_ASV_1271	0	0	0	0	0	0	0	0	0	1	0	0	5	7	0	0	0	0	0	0	0	1	37	8
16S_ASV_1272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	11	0	0	0	0	19	19	8
16S_ASV_1273	0	0	1	0	0	0	1	0	0	5	18	17	0	0	0	0	2	0	1	0	1	3	4	5
16S_ASV_1274	0	0	0	2	1	0	0	0	0	14	3	20	1	2	0	0	0	0	0	0	0	4	1	10
16S_ASV_1275	0	0	0	0	1	0	0	0	1	2	0	22	0	0	0	0	7	6	0	0	1	6	7	5
16S_ASV_1276	0	0	0	0	0	2	25	8	13	1	1	3	0	4	0	0	0	0	0	0	1	0	0	0
16S_ASV_1277	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	12	4	1	0	0	1	7	15	15
16S_ASV_1278	0	0	0	0	0	0	27	19	8	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0
16S_ASV_1279	0	0	0	0	0	0	12	25	15	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1280	0	0	0	0	0	0	4	6	8	1	0	0	4	0	0	16	19	0	0	0	0	0	0	0
16S_ASV_1281	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	2	10	22	0	0	1	4	3	5
16S_ASV_1282	0	0	0	0	0	0	0	2	0	7	6	5	1	8	0	0	5	4	1	15	4	0	0	0
16S_ASV_1283	0	0	0	0	0	0	0	1	0	3	1	1	0	0	0	5	6	24	0	2	0	9	2	4
16S_ASV_1284	0	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	19	11	0	0	8	12	0	2
16S_ASV_1285	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	28	7
16S_ASV_1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	21	17	16
16S_ASV_1287	2	0	1	0	0	0	0	0	0	5	1	26	0	0	0	3	2	6	0	0	3	0	1	7
16S_ASV_1288	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	20	4	0	0	0	0	15	10	5
16S_ASV_1289	0	0	0	1	0	0	22	21	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1290	0	0	0	1	1	0	11	14	23	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0
16S_ASV_1291	0	0	0	0	2	0	0	0	0	2	1	0	5	3	15	0	0	0	0	0	0	11	13	5
16S_ASV_1292	0	0	0	0	0	0	5	0	1	4	0	0	0	0	0	24	6	8	0	5	1	3	0	0
16S_ASV_1293	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	0	5	0	3	0	0	22	16	4
16S_ASV_1294	0	0	0	0	0	0	0	2	2	0	1	0	7	0	7	10	0	2	0	0	0	2	2	22
16S_ASV_1295	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	3	47	4
16S_ASV_1296	0	0	0	0	0	0	0	0	0	12	8	21	0	0	0	3	1	0	0	0	0	1	11	0
16S_ASV_1297	0	0	0	0	0	0	0	0	0	8	7	7	0	0	0	3	4	0	0	0	0	9	14	5
16S_ASV_1298	0	0	0	0	0	0	0	0	0	3	1	0	12	6	0	1	4	0	1	1	0	10	14	4
16S_ASV_1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	24	0	1	0
16S_ASV_1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	25
16S_ASV_1301	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	22	13	10	4	0	2	0	0	0
16S_ASV_1302	0	7	0	0	0	22	0	2	1	1	5	1	0	3	0	0	1	0	1	0	0	1	7	4
16S_ASV_1303	0	0	1	0	0	0	0	0	0	0	3	1	14	4	5	0	0	7	0	0	0	15	6	0
16S_ASV_1304	0	0	0	0	0	1	13	18	16	2	0	0	0	0	0	0	0	0	4	2	0	0	0	0
16S_ASV_1305	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	18	7	25	0	0	0	0	0	1
16S_ASV_1306	0	0	0	0	0	0	21	18	14	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
16S_ASV_1307	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	6	13	22	0	0	3	0	0	2
16S_ASV_1308	0	0	0	0	0	0	3	14	21	1	0	0	0	0	0	12	5	0	0	0	0	0	0	0
16S_ASV_1309	0	0	0	0	0	0	2	5	0	0	0	3	0	0	0	15	24	2	0	0	0	4	0	1
16S_ASV_1310	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	51	0	1
16S_ASV_1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	15	26	8
16S_ASV_1312	7	24	12	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
16S_ASV_1313	0	0	1	0	0	0	0	2	0	4	0	5	18	0	1	0	0	0	0	12	3	0	9	0
16S_ASV_1314	0	0	0	11	0	12	0	1	0	0	2	0	0	8	13	0	0	0	0	0	3	3	1	1
16S_ASV_1315	0	0	0	2	0	0	10	21	16	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0
16S_ASV_1316	0	0	0	0	0	1	0	0	0	5	0	2	0	0	0	0	20	11	0	0	2	5	3	6
16S_ASV_1317	0	0	0	0	0	0	18	21	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1318	0	0	0	0	0	0	4	4	18	2	1	0	0	0	0	21	4	0	0	1	0	0	0	0
16S_ASV_1319	0	0	0	0	0	0	2	8	10	0	0	0	2	3	0	6	12	3	0	0	1	2	2	4
16S_ASV_1320	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	7	18	14	0	0	0	2	6	0
16S_ASV_1321	0	0	0	0	0	0	1	3	6	0	0	0	0	0	0	0	0	0	0	1	0	33	7	4
16S_ASV_1322	0	0	0	0	0	0	0	2	0	8	1	3	0	0	0	12	2	6	0	0	0	6	0	15
16S_ASV_1323	0	0	0	0	0	0	0	0	2	0	4	10	0	0	0	1	0	0	0	0	0	17	7	14
16S_ASV_1324	0	0	0	0	0	0	0	0	0	4	15	0	0	0	0	19	6	2	0	0	0	3	6	0
16S_ASV_1325	0	0	0	0	0	0	0	0	0	2	0	0	3	7	0	3	2	0	2	3	0	24	9	0
16S_ASV_1326	33	13	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1327	0	0	0	0	4	2	0	0	0	0	4	1	0	0	0	0	16	17	0	2	0	0	2	6
16S_ASV_1328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	35	2	0	0	0	8	1	0
16S_ASV_1329	0	0	0	0	0	1	10	13	26	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1330	0	0	0	0	0	0	4	8	8	6	0	0	0	0	0	11	3	7	0	0	0	1	0	6
16S_ASV_1331	0	0	0	0	0	0	2	5	4	0	0	0	0	0	0	7	0	9	0	0	0	1	22	4
16S_ASV_1332	0	0	0	0	0	0	2	8	1	0	0	0	0	0	0	37	1	0	0	0	0	2	0	3
16S_ASV_1333	0	0	0	0	0	0	2	6	2	0	0	0	28	13	0	0	0	0	1	2	0	0	0	0
16S_ASV_1334	0	0	0	0	0	0	1	0	3	8	4	4	1	10	13	0	2	1	0	0	0	0	4	3
16S_ASV_1335	0	0	0	0	0	0	1	5	4	14	0	1	0	0	0	5	0	0	1	0	0	1	13	9
16S_ASV_1336	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	6	40	0	0	0	0	0	1
16S_ASV_1337	0	0	0	0	0	0	0	0	0	2	2	9	3	0	0	4	5	3	1	0	0	15	4	6
16S_ASV_1338	0	0	0	0	0	0	0	0	0	2	0	22	0	0	0	2	0	0	17	2	7	1	0	1
16S_ASV_1339	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	1	0	0	0	16	25	7
16S_ASV_1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	47	1	0	1	0	0	0
16S_ASV_1341	2	3	1	3	4	0	0	0	0	12	5	2	4	0	3	0	0	0	0	1	2	3	4	4
16S_ASV_1342	1	0	0	0	1	1	0	0	0	6	15	2	0	0	0	3	2	7	0	0	0	10	2	3
16S_ASV_1343	0	0	2	0	0	3	0	0	0	2	6	3	20	1	0	0	0	0	6	9	1	0	0	0
16S_ASV_1344	0	0	0	10	0	17	0	1	0	0	4	1	0	6	7	0	0	0	1	0	2	0	3	1
16S_ASV_1345	0	0	0	0	2	0	0	2	0	7	16	9	1	0	0	0	5	0	0	0	0	2	4	5
16S_ASV_1346	0	0	0	0	2	1	0	2	4	0	1	6	0	0	0	4	15	17	0	0	0	1	0	0
16S_ASV_1347	0	0	0	0	1	0	0	1	1	0	10	30	0	0	0	1	3	0	0	0	0	1	3	2
16S_ASV_1348	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	11	12	6	2	0	0	0	13	6
16S_ASV_1349	0	0	0	0	0	2	1	9	21	13	0	0	6	0	0	0	0	0	0	0	0	0	0	1
16S_ASV_1350	0	0	0	0	0	2	6	6	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1351	0	0	0	0	0	2	0	3	0	17	0	2	0	0	0	6	8	14	0	0	0	1	0	0
16S_ASV_1352	0	0	0	0	0	1	0	0	1	17	5	1	7	0	13	0	1	0	2	0	0	2	3	0
16S_ASV_1353	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9	6	0	2	0	13	20	1
16S_ASV_1354	0	0	0	0	0	0	1	18	32	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
16S_ASV_1355	0	0	0	0	0	0	1	0	0	12	4	7	0	0	0	1	11	1	0	0	0	9	2	5
16S_ASV_1356	0	0	0	0	0	0	0	1	2	2	0	2	7	2	0	0	0	0	7	14	0	10	5	1
16S_ASV_1357	0	0	0	0	0	0	0	1	7	3	6	1	0	0	0	0	1	0	0	0	0	4	1	29
16S_ASV_1358	0	0	0	0	0	0	0	1	0	5	2	0	1	0	0	0	0	0	0	1	0	18	11	14
16S_ASV_1359	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	5	0	1	0	0	12	14	15
16S_ASV_1360	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	22	13	16
16S_ASV_1361	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	3	3	24	2	0	3	8	4
16S_ASV_1362	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	12	1	2	0	0	8	15	7
16S_ASV_1363	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	15	31
16S_ASV_1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	9	0	1	0	1	21	17
16S_ASV_1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	14	0	0	0
16S_ASV_1366	13	0	5	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	16	0	0	0
16S_ASV_1367	4	0	6	0	0	0	3	0	1	4	0	0	16	0	0	0	0	0	5	7	6	0	0	0
16S_ASV_1368	0	9	0	8	5	0	0	1	0	0	0	0	0	8	0	1	4	1	11	0	2	0	0	2
16S_ASV_1369	0	5	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
16S_ASV_1370	0	2	0	1	0	0	0	0	0	10	6	6	3	3	0	0	3	9	7	0	0	0	0	2
16S_ASV_1371	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	18	3	1	0	0	0	14	13	0
16S_ASV_1372	0	0	0	2	0	0	18	11	18	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1373	0	0	0	2	3	0	12	8	21	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
16S_ASV_1374	0	0	0	0	2	0	3	1	1	2	5	6	2	4	0	0	1	3	14	1	5	2	0	0
16S_ASV_1375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	16	18	0	0	0	0	3	3
16S_ASV_1376	0	0	0	0	0	0	3	7	2	0	1	2	4	4	4	0	2	3	0	0	0	3	15	2
16S_ASV_1377	0	0	0	0	0	0	3	1	1	0	13	0	0	0	1	4	15	3	0	0	0	9	2	0
16S_ASV_1378	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	1	3	9	0	0	0	25	6	3
16S_ASV_1379	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	46	0	1	0	0	0	0	0	0
16S_ASV_1380	0	0	0	0	0	0	1	0	1	0	30	1	0	0	0	0	0	2	2	0	0	0	8	7
16S_ASV_1381	0	0	0	0	0	0	0	1	0	12	7	8	1	0	0	5	1	4	0	0	0	5	3	5
16S_ASV_1382	0	0	0	0	0	0	0	0	3	13	15	17	0	1	2	0	0	0	0	0	0	0	0	1
16S_ASV_1383	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	44	0	3	0
16S_ASV_1384	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	5	1	0	5	19	6	10
16S_ASV_1385	0	0	0	0	0	0	0	0	0	22	22	7	0	0	0	0	0	0	0	0	0	0	1	0
16S_ASV_1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	23	12
16S_ASV_1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	20	9	22
16S_ASV_1388	0	0	0	0	11	26	1	1	0	0	1	0	0	0	7	1	1	0	0	1	1	0	0	0
16S_ASV_1389	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	10	1	0	0	3	8	15	8
16S_ASV_1390	0	0	0	0	1	0	2	0	0	3	3	2	1	0	0	1	16	22	0	0	0	0	0	0
16S_ASV_1391	0	0	0	0	0	48	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
16S_ASV_1392	0	0	0	0	0	0	4	11	8	1	1	2	0	0	0	11	0	0	0	0	0	1	11	1
16S_ASV_1393	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	34	4	1	4	0	3	0	2
16S_ASV_1394	0	0	0	0	0	0	2	0	0	7	18	0	0	0	0	2	0	8	6	0	2	2	1	3
16S_ASV_1395	0	0	0	0	0	0	1	9	9	0	0	0	0	0	0	27	0	5	0	0	0	0	0	0
16S_ASV_1396	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	7	33	0	0	0	0	0	0
16S_ASV_1397	0	0	0	0	0	0	0	0	7	1	24	2	3	0	0	0	5	0	9	0	0	0	0	0
16S_ASV_1398	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	21	2	15	2	4	1
16S_ASV_1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	14	0	0	0	1	1	0
16S_ASV_1400	5	7	6	0	0	0	0	1	0	1	0	2	8	18	2	0	0	0	0	0	0	0	0	0
16S_ASV_1401	0	2	0	0	1	0	0	0	0	0	4	5	3	15	5	1	2	2	0	1	8	1	0	0
16S_ASV_1402	0	1	0	0	0	0	1	2	1	5	7	5	0	6	11	0	0	0	0	0	0	8	2	1
16S_ASV_1403	0	0	1	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	15	0	27	0	0	0
16S_ASV_1404	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	24	0	16	0	3	0	2	0	0
16S_ASV_1405	0	0	0	1	0	1	14	14	11	1	2	3	2	1	0	0	0	0	0	0	0	0	0	0
16S_ASV_1406	0	0	0	0	2	0	0	0	0	39	4	0	0	0	0	0	2	0	0	0	0	3	0	0
16S_ASV_1407	0	0	0	0	2	0	5	5	4	0	0	0	0	0	0	13	15	5	0	1	0	0	0	0
16S_ASV_1408	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	7	25	8
16S_ASV_1409	0	0	0	0	0	36	0	0	0	1	0	2	0	1	0	1	3	0	2	0	0	3	0	1
16S_ASV_1410	0	0	0	0	0	2	21	8	14	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0
16S_ASV_1411	0	0	0	0	0	2	8	0	5	1	0	5	0	0	0	1	13	15	0	0	0	0	0	0
16S_ASV_1412	0	0	0	0	0	0	7	0	36	0	0	3	0	0	0	0	0	0	2	0	0	2	0	0
16S_ASV_1413	0	0	0	0	0	0	2	8	1	0	0	5	0	0	0	2	0	2	1	2	0	6	6	15
16S_ASV_1414	0	0	0	0	0	0	1	2	5	1	2	0	0	0	0	17	7	2	1	0	0	10	1	1
16S_ASV_1415	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	29	6	0	0	0	0	0	11
16S_ASV_1416	0	0	0	0	0	0	1	5	5	0	0	12	10	0	10	0	0	1	6	0	0	0	0	0
16S_ASV_1417	0	0	0	0	0	0	1	0	5	0	0	0	5	6	10	0	0	0	0	0	0	7	0	16
16S_ASV_1418	0	0	0	0	0	0	1	0	0	6	4	4	3	0	0	8	2	2	1	0	0	7	6	6
16S_ASV_1419	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	17	0	0	0	6	4	16
16S_ASV_1420	0	0	0	0	0	0	0	3	0	35	9	1	0	0	0	0	0	0	0	0	0	0	1	1
16S_ASV_1421	0	0	0	0	0	0	0	1	3	0	2	0	0	0	0	35	8	0	1	0	0	0	0	0
16S_ASV_1422	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	22	3	0	0	0	6	5	11
16S_ASV_1423	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	27	0	0	0
16S_ASV_1424	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	7	20	16
16S_ASV_1425	0	0	0	0	0	0	0	0	0	2	1	1	0	4	0	4	12	0	0	0	0	10	5	11
16S_ASV_1426	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	5	5	0	0	0	4	26	2
16S_ASV_1427	0	0	0	0	0	0	0	0	0	0	1	25	0	17	0	0	0	0	7	0	0	0	0	0
16S_ASV_1428	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	4	0	0	1	0	10	19	13
16S_ASV_1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	35	0	0	1	0	0	0
16S_ASV_1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	15	2	31
16S_ASV_1431	2	0	2	7	21	0	0	0	0	1	1	1	5	2	0	0	2	0	0	1	0	2	2	0
16S_ASV_1432	2	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	11	2	27	0	0	0
16S_ASV_1433	2	0	0	0	0	0	0	8	0	3	14	0	1	1	0	0	1	1	4	1	13	0	0	0
16S_ASV_1434	0	1	2	2	4	0	0	0	0	6	2	4	4	0	3	0	0	0	0	7	0	5	2	7
16S_ASV_1435	0	0	0	1	0	1	0	2	0	0	39	0	0	0	0	0	0	0	0	0	3	2	1	0
16S_ASV_1436	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	2	12	28	0	1	0	1	1	0
16S_ASV_1437	0	0	0	1	0	0	16	16	12	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
16S_ASV_1438	0	0	0	1	0	0	23	13	9	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
16S_ASV_1439	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	1	31	0	0	0	1	0	0
16S_ASV_1440	0	0	0	0	0	1	14	12	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1441	0	0	0	0	0	0	5	20	17	4	0	1	2	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1442	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	1	4	8	1	0	0	10	1	19
16S_ASV_1443	0	0	0	0	0	0	1	1	2	0	0	6	5	7	2	2	0	9	0	8	1	1	2	2
16S_ASV_1444	0	0	0	0	0	0	0	5	1	0	0	7	0	0	0	1	15	2	0	0	0	6	11	1
16S_ASV_1445	0	0	0	0	0	0	0	2	11	12	16	0	3	3	0	0	1	0	0	0	0	0	1	0
16S_ASV_1446	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	29	8	7	0	0	1
16S_ASV_1447	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	27	9
16S_ASV_1448	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42	6
16S_ASV_1449	0	0	0	0	0	0	0	0	0	0	0	1	7	31	10	0	0	0	0	0	0	0	0	0
16S_ASV_1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40
16S_ASV_1451	0	0	10	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20	1	0	0
16S_ASV_1452	0	0	0	1	0	0	2	1	3	2	0	4	0	0	0	21	4	0	0	1	0	0	1	8
16S_ASV_1453	0	0	0	0	4	0	0	0	1	1	10	4	3	1	0	0	10	0	1	0	0	2	3	8
16S_ASV_1454	0	0	0	0	2	0	0	1	0	10	0	8	4	0	0	4	2	2	0	0	0	9	6	0
16S_ASV_1455	0	0	0	0	0	1	0	0	0	2	3	0	0	0	0	0	3	1	0	0	0	9	25	4
16S_ASV_1456	0	0	0	0	0	0	10	14	17	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0
16S_ASV_1457	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	7	13	20	0	0	0	4	0	0
16S_ASV_1458	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	5	4	0	0	0	13	9	8
16S_ASV_1459	0	0	0	0	0	0	1	0	0	31	0	9	0	0	0	0	0	1	1	0	0	4	0	1
16S_ASV_1460	0	0	0	0	0	0	1	1	0	0	0	4	3	0	0	0	1	3	1	0	1	18	9	6
16S_ASV_1461	0	0	0	0	0	0	1	8	10	0	0	1	0	0	0	1	22	3	1	0	0	1	0	0
16S_ASV_1462	0	0	0	0	0	0	0	2	0	10	12	4	0	2	0	0	6	0	0	0	0	2	4	6
16S_ASV_1463	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	3
16S_ASV_1464	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	1	0	0	0	0	9	31	0
16S_ASV_1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	11	18	13
16S_ASV_1466	1	0	0	0	0	0	3	0	0	0	4	5	0	0	0	1	9	5	0	0	0	6	10	3
16S_ASV_1467	0	2	5	6	0	8	1	0	0	4	0	1	0	0	0	0	1	0	0	0	17	2	0	0
16S_ASV_1468	0	2	0	0	4	36	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2
16S_ASV_1469	0	0	0	4	0	19	0	0	0	6	3	0	0	1	0	6	2	0	1	0	0	2	1	2
16S_ASV_1470	0	0	0	1	0	0	0	4	0	8	4	0	0	3	12	0	0	0	3	0	1	2	6	3
16S_ASV_1471	0	0	0	0	1	0	4	2	6	12	0	0	0	0	0	9	3	8	2	0	0	0	0	0
16S_ASV_1472	0	0	0	0	0	46	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1473	0	0	0	0	0	2	0	4	0	2	0	0	0	0	0	1	0	35	0	0	2	0	0	1
16S_ASV_1474	0	0	0	0	0	0	21	7	15	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
16S_ASV_1475	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	20	0	3	0	0	0	2	0	13
16S_ASV_1476	0	0	0	0	0	0	2	2	9	0	0	1	0	0	0	3	5	12	1	0	0	6	1	5
16S_ASV_1477	0	0	0	0	0	0	1	0	0	17	4	25	0	0	0	0	0	0	0	0	0	0	0	0
16S_ASV_1478	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	32	1	0	0	0	0	1	0	1
16S_ASV_1479	0	0	0	0	0	0	0	3	5	8	2	4	0	0	0	4	4	0	0	0	0	8	6	3
16S_ASV_1480	0	0	0	0	0	0	0	1	1	41	1	0	0	0	0	1	2	0	0	0	0	0	0	0
16S_ASV_1481	0	0	0	0	0	0	0	1	0	4	2	0	7	0	0	4	2	1	0	0	1	17	6	2
16S_ASV_1482	0	0	0	0	0	0	0	0	1	18	3	24	0	0	0	0	0	0	0	0	0	0	1	0
16S_ASV_1483	0	0	0	0	0	0	0	0	0	3	1	0	3	0	0	1	1	2	1	0	0	13	19	3
16S_ASV_1484	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	9	20	13
16S_ASV_1485	0	0	0	0	0	0	0	0	0	0	25	3	0	0	0	1	0	0	1	0	0	16	1	0
16S_ASV_1486	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	7	0	0	0	1	10	16	7
16S_ASV_1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	31	1	0	0	1	0	0
16S_ASV_1488	1	3	2	12	0	0	0	0	0	3	1	0	0	9	6	0	3	0	1	0	1	3	1	0
16S_ASV_1489	0	0	1	1	0	0	0	0	3	4	10	1	2	0	0	0	0	8	0	1	0	2	2	11
16S_ASV_1490	0	0	0	2	1	0	9	22	10	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
16S_ASV_1491	0	0	0	0	1	0	12	14	17	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
16S_ASV_1492	0	0	0	0	0	0	16	7	18	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0
16S_ASV_1493	0	0	0	0	0	0	16	9	12	1	0	0	0	0	0	3	0	5	0	0	0	0	0	0
16S_ASV_1494	0	0	0	0	0	0	3	0	3	9	0	0	0	0	0	2	5	21	1	0	1	1	0	0
16S_ASV_1495	0	0	0	0	0	0	2	2	14	2	0	2	0	0	0	2	7	7	0	1	0	0	1	6
16S_ASV_1496	0	0	0	0	0	0	1	0	0	1	1	1	1	10	0	0	5	0	23	0	3	0	0	0
16S_ASV_1497	0	0	0	0	0	0	0	5	0	7	4	2	8	6	0	0	0	0	0	0	2	5	3	4
